iter;num_air;num_per;cost_e;cost_h;cost_prop;time_e;time_h;time_prop;status_e;status_h
17;10;40;27995.01179;28085.01179;1.003214858;6.594527006;2.084511995;3.163583141;OPTIMAL;OPTIMAL
18;10;40;17656.98369;17656.98369;1;8.644844055;2.097234964;4.122019803;OPTIMAL;OPTIMAL
19;10;40;30979.9356;NA;NA;9.765570164;1.98563385;4.918112251;OPTIMAL;INFEASIBLE
20;10;40;21543.21434;21543.21434;1;6.278837204;2.071788073;3.030636814;OPTIMAL;OPTIMAL
21;10;40;17518.04656;17518.04656;1;8.121054888;2.187824965;3.711930808;OPTIMAL;OPTIMAL
22;10;40;30578.6026;NA;NA;6.813939095;3.921272039;1.73768589;OPTIMAL;INFEASIBLE
23;10;40;6615.034749;6615.034749;1;6.089770794;2.065688848;2.948058125;OPTIMAL;OPTIMAL
24;10;40;20648.96305;20648.96305;1;5.865387917;2.019725084;2.904052617;OPTIMAL;OPTIMAL
25;10;40;19679.10736;20649.10736;1.049290854;6.6346488;2.090827942;3.173216058;OPTIMAL;OPTIMAL
26;10;40;17941.66031;17941.66031;1;6.474733114;2.066932917;3.132531812;OPTIMAL;OPTIMAL
27;10;40;15088.24397;15088.24397;1;6.273536921;2.039622068;3.075833027;OPTIMAL;OPTIMAL
28;10;40;15377.4446;15377.4446;1;6.412011862;2.04850316;3.130096153;OPTIMAL;OPTIMAL
29;10;40;42478.51827;42628.51827;1.003531197;37.38113809;2.088858128;17.89548921;OPTIMAL;OPTIMAL
30;10;40;9189.688685;9189.688685;1;5.998203993;2.191956043;2.736461806;OPTIMAL;OPTIMAL
31;10;40;12459.76196;12459.76196;1;6.84580183;2.069256067;3.30833962;OPTIMAL;OPTIMAL
32;10;40;11276.31078;11276.31078;1;6.77955699;2.094733953;3.236476393;OPTIMAL;OPTIMAL
33;10;40;23750.21294;23750.21294;1;6.224824905;2.042978048;3.046936755;OPTIMAL;OPTIMAL
34;10;40;17001.95983;17091.95983;1.005293507;7.530905962;2.068309784;3.641091881;OPTIMAL;OPTIMAL
35;10;40;9922.311835;9922.311835;1;7.633990049;2.112714052;3.613356972;OPTIMAL;OPTIMAL
36;10;40;10376.74221;10376.74221;1;8.323255062;2.12964201;3.908288353;OPTIMAL;OPTIMAL
37;10;40;22001.78831;22361.78831;1.016362306;9.044640064;2.649385929;3.413862799;OPTIMAL;OPTIMAL
38;10;40;10973.72401;10973.72401;1;9.199663877;2.535341978;3.628569225;OPTIMAL;OPTIMAL
39;10;40;12491.69613;12491.69613;1;8.078798056;2.650665045;3.047838154;OPTIMAL;OPTIMAL
40;10;40;56711.552;NA;NA;24.3817668;2.538493872;9.604816095;OPTIMAL;INFEASIBLE
41;10;40;10636.95784;10636.95784;1;8.54892087;2.643743992;3.23364172;OPTIMAL;OPTIMAL
42;10;40;13009.6386;13009.6386;1;7.202334881;2.104968071;3.42158866;OPTIMAL;OPTIMAL
43;10;40;11456.48391;11456.48391;1;6.033924103;2.120907068;2.844973357;OPTIMAL;OPTIMAL
44;10;40;11791.29614;12031.29614;1.020353996;10.90470409;2.177423;5.00807794;OPTIMAL;OPTIMAL
45;10;40;32595.11013;32745.11013;1.004601917;6.525140047;2.074605942;3.145243111;OPTIMAL;OPTIMAL
46;10;40;29617.34933;NA;NA;6.127644062;22.93591404;0.267163718;OPTIMAL;INFEASIBLE
47;10;40;13168.87555;13168.87555;1;6.541960955;2.060520887;3.174906401;OPTIMAL;OPTIMAL
48;10;40;11410.74364;11410.74364;1;6.239960909;2.055098057;3.036332446;OPTIMAL;OPTIMAL
49;10;40;28454.91653;28454.91653;1;5.866950035;2.04151988;2.873814794;OPTIMAL;OPTIMAL
50;10;40;42288.13356;56834.82591;1.343989936;11.5473268;4.143498898;2.786854079;OPTIMAL;OPTIMAL
51;10;40;33199.26328;NA;NA;8.385546923;1.982848883;4.229039841;OPTIMAL;INFEASIBLE
52;10;40;12407.54846;12557.54846;1.012089415;10.04418492;2.133336782;4.708204071;OPTIMAL;OPTIMAL
53;10;40;22903.64495;23023.64495;1.005239341;24.31243014;2.128526211;11.42218969;OPTIMAL;OPTIMAL
54;10;40;10427.38031;10427.38031;1;6.143098831;2.114125967;2.905739264;OPTIMAL;OPTIMAL
55;10;40;23021.6482;34673.85319;1.506141215;7.128087997;2.07604599;3.433492337;OPTIMAL;OPTIMAL
56;10;40;17395.9208;17395.9208;1;6.568973064;1.848163128;3.554325354;OPTIMAL;OPTIMAL
57;10;40;16522.60143;16672.60143;1.009078474;6.015429974;1.97627902;3.043816137;OPTIMAL;OPTIMAL
58;10;40;16281.47439;16281.47439;1;6.051032066;2.062859058;2.93332307;OPTIMAL;OPTIMAL
59;10;40;23478.18525;23478.18525;1;5.969269037;2.074315071;2.877706054;OPTIMAL;OPTIMAL
60;10;40;6568.569562;6568.569562;1;6.365340948;2.111945868;3.013969745;OPTIMAL;OPTIMAL
61;10;40;10351.90406;10351.90406;1;6.303091049;2.082406044;3.026830943;OPTIMAL;OPTIMAL
62;10;40;29269.65467;26649.65467;0.910487499;6.360240936;4.055271149;1.568388575;OPTIMAL;OPTIMAL
63;10;40;8460.296424;NA;NA;5.980385065;22.7034831;0.263412668;OPTIMAL;INFEASIBLE
64;10;40;30580.77737;NA;NA;6.015252113;24.10858512;0.249506642;OPTIMAL;INFEASIBLE
65;10;40;7333.791218;7333.791218;1;6.223586082;2.101732016;2.961170138;OPTIMAL;OPTIMAL
66;10;40;28074.04151;NA;NA;11.02404618;1.94857192;5.657500279;OPTIMAL;INFEASIBLE
67;10;40;12089.7763;12089.7763;1;7.284433126;2.112947941;3.447521345;OPTIMAL;OPTIMAL
68;10;40;8628.82537;9348.82537;1.083441253;5.981127977;2.087524176;2.865177825;OPTIMAL;OPTIMAL
69;10;40;30338.50255;30968.50255;1.020765692;84.86275792;2.106865168;40.2791594;OPTIMAL;OPTIMAL
70;10;40;20707.62445;21067.62445;1.017384901;7.549699068;2.033099174;3.71339439;OPTIMAL;OPTIMAL
71;10;40;89761.41232;78806.65078;0.877956894;121.6587951;8.968353033;13.56534412;OPTIMAL;OPTIMAL
72;10;40;52675.17267;NA;NA;21.16049385;1.950847149;10.84682306;OPTIMAL;INFEASIBLE
73;10;40;22260.93093;22260.93093;1;6.302731037;2.074692011;3.037911653;OPTIMAL;OPTIMAL
74;10;40;31124.45329;31124.45329;1;7.596868992;2.080346107;3.651733221;OPTIMAL;OPTIMAL
75;10;40;13071.22093;13281.22093;1.016065829;7.501605988;2.108918905;3.557086035;OPTIMAL;OPTIMAL
76;10;40;10822.17037;10822.17037;1;5.848359108;2.077747107;2.814759837;OPTIMAL;OPTIMAL
77;10;40;10796.54964;10796.54964;1;6.154150009;2.072335005;2.969669477;OPTIMAL;OPTIMAL
78;10;40;26896.73312;27106.73312;1.00780764;6.021432161;2.057746887;2.926225863;OPTIMAL;OPTIMAL
79;10;40;24509.33405;24509.33405;1;6.01042819;2.231212139;2.693795039;OPTIMAL;OPTIMAL
80;10;40;21308.87848;21308.87848;1;10.83917093;2.111598969;5.133157903;OPTIMAL;OPTIMAL
81;10;40;7540.516253;7540.516253;1;6.191616058;2.046088219;3.02607483;OPTIMAL;OPTIMAL
82;10;40;13118.79349;13178.79349;1.004573591;7.859410048;2.090407133;3.759750875;OPTIMAL;OPTIMAL
83;10;40;13573.19796;13573.19796;1;6.200519085;2.124315023;2.918832196;OPTIMAL;OPTIMAL
84;10;40;15167.12813;15167.12813;1;6.060506105;2.198843956;2.756223828;OPTIMAL;OPTIMAL
85;10;40;24930.15486;25050.15486;1.004813448;8.385262966;2.128493071;3.93953031;OPTIMAL;OPTIMAL
86;10;40;16935.62402;17145.62402;1.012399897;9.437807798;2.084813833;4.526930725;OPTIMAL;OPTIMAL
87;10;40;15565.62843;15565.62843;1;6.534955025;2.041543961;3.20098668;OPTIMAL;OPTIMAL
88;10;40;25127.74978;25127.74978;1;10.49928617;2.079411983;5.049161137;OPTIMAL;OPTIMAL
89;10;40;15801.35544;15801.35544;1;6.859320879;2.09832406;3.268952117;OPTIMAL;OPTIMAL
90;10;40;15916.27734;15916.27734;1;6.66287303;2.079893112;3.203468962;OPTIMAL;OPTIMAL
91;10;40;51455.91399;NA;NA;8.493292093;1.965600967;4.320964547;OPTIMAL;INFEASIBLE
92;10;40;95659.27686;NA;NA;23.65789294;2.022568941;11.69695255;OPTIMAL;INFEASIBLE
93;10;40;14785.91556;14785.91556;1;6.589026928;2.058460951;3.200948226;OPTIMAL;OPTIMAL
94;10;40;40375.2553;NA;NA;9.946666956;1.964504004;5.063195055;OPTIMAL;INFEASIBLE
95;10;40;10084.6009;10084.6009;1;6.170670986;2.079469204;2.967426002;OPTIMAL;OPTIMAL
96;10;40;12649.71652;12649.71652;1;5.997136116;2.078028917;2.885973369;OPTIMAL;OPTIMAL
97;10;40;14442.9391;14772.9391;1.022848535;12.35335898;4.318814993;2.860358456;OPTIMAL;OPTIMAL
98;10;40;10005.55958;10005.55958;1;6.24452281;2.076844931;3.006735225;OPTIMAL;OPTIMAL
99;10;40;26471.26975;26471.26975;1;6.627567053;2.1995821;3.013102831;OPTIMAL;OPTIMAL
100;10;40;27833.60161;27833.60161;1;34.59153795;2.148999929;16.09657473;OPTIMAL;OPTIMAL
1;10;50;30936.3076;30936.3076;1;13.84035301;3.395763874;4.075770143;OPTIMAL;OPTIMAL
2;10;50;8660.559458;10132.29525;1.169935418;9.226552963;8.578255892;1.075574462;OPTIMAL;OPTIMAL
3;10;50;29335.30246;29335.30246;1;11.38077807;3.234379053;3.518690261;OPTIMAL;OPTIMAL
4;10;50;18448.52014;18448.52014;1;9.144443035;3.140882015;2.911425195;OPTIMAL;OPTIMAL
5;10;50;24959.22774;29510.25857;1.182338607;11.38974094;3.021795988;3.769195865;OPTIMAL;OPTIMAL
6;10;50;24757.79302;NA;NA;9.182095051;8.665620804;1.059600375;OPTIMAL;INFEASIBLE
7;10;50;12987.48619;12987.48619;1;9.001406908;2.995562077;3.004914162;OPTIMAL;OPTIMAL
8;10;50;15578.69446;NA;NA;13.98573709;2.901728868;4.819794584;OPTIMAL;INFEASIBLE
9;10;50;12752.85029;12752.85029;1;9.424743176;3.041321039;3.098897832;OPTIMAL;OPTIMAL
10;10;50;11911.61757;11911.61757;1;9.92829299;3.015849829;3.292038249;OPTIMAL;OPTIMAL
11;10;50;29949.14113;NA;NA;9.539136171;34.72926807;0.274671385;OPTIMAL;INFEASIBLE
12;10;50;4462.10925;4462.10925;1;10.23681498;3.093435049;3.309206372;OPTIMAL;OPTIMAL
13;10;50;11831.2086;11831.2086;1;9.188483;3.369858027;2.72666769;OPTIMAL;OPTIMAL
14;10;50;11150.68376;11150.68376;1;9.263664007;3.34581089;2.768735087;OPTIMAL;OPTIMAL
15;10;50;7113.276344;7113.276344;1;9.698910952;3.020045042;3.211512019;OPTIMAL;OPTIMAL
16;10;50;20164.03257;20374.03257;1.010414583;12.97603416;3.323029995;3.90488024;OPTIMAL;OPTIMAL
17;10;50;17992.16831;18082.16831;1.005002176;9.623267889;3.192771196;3.014080026;OPTIMAL;OPTIMAL
18;10;50;7106.154903;7213.369417;1.015087556;9.710037947;3.046317101;3.187467892;OPTIMAL;OPTIMAL
19;10;50;12871.01577;12871.01577;1;11.92358398;3.096678972;3.85044239;OPTIMAL;OPTIMAL
20;10;50;25228.55207;25228.55207;1;10.20636892;2.996850967;3.405697859;OPTIMAL;OPTIMAL
21;10;50;23906.50232;23906.50232;1;8.930771112;3.199594975;2.791219259;OPTIMAL;OPTIMAL
22;10;50;15927.28248;15927.28248;1;9.042020082;2.978976011;3.03527791;OPTIMAL;OPTIMAL
23;10;50;13172.72829;13172.72829;1;10.10830593;3.232288122;3.127291117;OPTIMAL;OPTIMAL
24;10;50;21388.08496;21388.08496;1;9.965973854;3.077279091;3.238566786;OPTIMAL;OPTIMAL
25;10;50;23297.39996;23297.39996;1;10.26738405;2.958698034;3.470237224;OPTIMAL;OPTIMAL
26;10;50;7711.446991;7711.446991;1;9.076003075;3.043874979;2.981726627;OPTIMAL;OPTIMAL
27;10;50;19378.65724;19383.45889;1.00024778;12.96942401;3.173769951;4.086441113;OPTIMAL;OPTIMAL
28;10;50;13124.06733;13274.06733;1.011429384;9.307698965;2.995181084;3.107558009;OPTIMAL;OPTIMAL
29;10;50;11778.46793;16158.51128;1.371868682;10.12902999;3.04786706;3.323317517;OPTIMAL;OPTIMAL
30;10;50;12925.83113;12955.83113;1.002320934;10.921772;3.099789143;3.523391915;OPTIMAL;OPTIMAL
31;10;50;54524.39215;NA;NA;58.13060117;3.035233974;19.15193414;OPTIMAL;INFEASIBLE
32;10;50;69442.53353;NA;NA;85.16148281;2.903072834;29.33494531;OPTIMAL;INFEASIBLE
33;10;50;19717.18688;19717.18688;1;12.44171715;3.050235987;4.078935926;OPTIMAL;OPTIMAL
34;10;50;21316.57364;21466.57364;1.007036778;11.0380578;3.082935095;3.580373075;OPTIMAL;OPTIMAL
35;10;50;10515.7571;10725.7571;1.019970031;11.21031284;3.136707067;3.573911303;OPTIMAL;OPTIMAL
36;10;50;15589.85879;15589.85879;1;11.1853981;3.031881094;3.689260151;OPTIMAL;OPTIMAL
37;10;50;8989.017642;8989.017642;1;9.611453056;3.051385164;3.149865566;OPTIMAL;OPTIMAL
38;10;50;17469.55359;17469.55359;1;9.879572153;3.062886;3.22557619;OPTIMAL;OPTIMAL
39;10;50;10204.46639;10204.46639;1;9.495682955;2.960886002;3.207041051;OPTIMAL;OPTIMAL
40;10;50;6656.084706;6656.084706;1;9.419831038;3.023204088;3.115843576;OPTIMAL;OPTIMAL
41;10;50;18952.84913;18952.84913;1;10.20456696;3.098525047;3.293362745;OPTIMAL;OPTIMAL
42;10;50;22988.06457;22988.06457;1;10.30348587;3.055082083;3.372572517;OPTIMAL;OPTIMAL
43;10;50;10401.10765;10401.10765;1;8.919726849;3.000313044;2.972932064;OPTIMAL;OPTIMAL
44;10;50;20066.82651;20066.82651;1;9.815186977;3.033946037;3.235122463;OPTIMAL;OPTIMAL
45;10;50;11667.98701;11667.98701;1;11.34496999;2.998785973;3.783187627;OPTIMAL;OPTIMAL
46;10;50;69233.04916;70555.18649;1.01909691;231.1532722;3.295158863;70.149356;OPTIMAL;OPTIMAL
47;10;50;13601.14207;13601.14207;1;9.696666002;3.039348125;3.190376884;OPTIMAL;OPTIMAL
48;10;50;10914.25449;10944.25449;1.002748699;11.95447898;3.00703907;3.975498389;OPTIMAL;OPTIMAL
49;10;50;20391.20959;20391.20959;1;9.266649008;3.038586855;3.04965744;OPTIMAL;OPTIMAL
50;10;50;16272.98026;16512.98026;1.014748374;13.65792608;3.023180962;4.517733558;OPTIMAL;OPTIMAL
51;10;50;18667.53632;18817.53632;1.00803534;9.044430017;3.204320908;2.822573106;OPTIMAL;OPTIMAL
52;10;50;21847.72707;21967.72707;1.005492562;14.3593092;3.015712023;4.761498806;OPTIMAL;OPTIMAL
53;10;50;20785.94027;20785.94027;1;10.27209306;3.022925138;3.39806399;OPTIMAL;OPTIMAL
54;10;50;13596.91955;13746.91955;1.011031911;9.78105402;3.001563072;3.258653503;OPTIMAL;OPTIMAL
55;10;50;24776.1054;24776.1054;1;13.65761304;3.053478956;4.472804049;OPTIMAL;OPTIMAL
56;10;50;22817.22333;22817.22333;1;13.35964298;3.221188068;4.147427191;OPTIMAL;OPTIMAL
57;10;50;104195.341;NA;NA;199.5071268;35.34655786;5.644315569;OPTIMAL;INFEASIBLE
58;10;50;10452.95963;10452.95963;1;9.15882802;3.006150007;3.046696937;OPTIMAL;OPTIMAL
59;10;50;16621.3008;16621.3008;1;9.360871792;3.10030508;3.01933892;OPTIMAL;OPTIMAL
60;10;50;12022.70156;12022.70156;1;9.325428009;3.039751053;3.067826229;OPTIMAL;OPTIMAL
61;10;50;15720.07804;15720.07804;1;9.263911009;3.028764009;3.058644047;OPTIMAL;OPTIMAL
62;10;50;11986.68352;11986.68352;1;10.21789479;3.305078983;3.091573558;OPTIMAL;OPTIMAL
63;10;50;11792.96626;12002.96626;1.017807225;9.963278055;3.084980965;3.229607628;OPTIMAL;OPTIMAL
64;10;50;32080.04907;32110.04907;1.000935161;14.73610115;3.111402035;4.736161057;OPTIMAL;OPTIMAL
65;10;50;6940.145176;6940.145176;1;9.163640976;3.308619976;2.769626322;OPTIMAL;OPTIMAL
66;10;50;23146.72868;23146.72868;1;9.326514006;3.003806114;3.104898802;OPTIMAL;OPTIMAL
67;10;50;9077.250884;9077.250884;1;11.82197618;3.158124924;3.743352929;OPTIMAL;OPTIMAL
68;10;50;15512.51662;15512.51662;1;9.22022891;3.234422207;2.850657187;OPTIMAL;OPTIMAL
69;10;50;27273.27554;27273.27554;1;12.31478405;3.172801971;3.881359177;OPTIMAL;OPTIMAL
70;10;50;15172.62853;15172.62853;1;9.465731859;3.064867973;3.088463171;OPTIMAL;OPTIMAL
71;10;50;13906.19788;13906.19788;1;9.417518854;3.055094004;3.082562711;OPTIMAL;OPTIMAL
72;10;50;38717.22569;38867.22569;1.003874245;13.14684987;3.137197018;4.190635716;OPTIMAL;OPTIMAL
73;10;50;17731.11553;25776.39084;1.453737685;15.39106393;3.054547071;5.0387385;OPTIMAL;OPTIMAL
74;10;50;14420.99642;14420.99642;1;9.098877907;2.981783152;3.051488805;OPTIMAL;OPTIMAL
75;10;50;49323.602;NA;NA;38.8434298;3.192556858;12.16687174;OPTIMAL;INFEASIBLE
76;10;50;22246.55018;22546.55018;1.013485237;13.83645892;3.026409149;4.571906256;OPTIMAL;OPTIMAL
77;10;50;15073.42098;15073.42098;1;10.21512103;3.22301507;3.169430117;OPTIMAL;OPTIMAL
78;10;50;12398.86199;12548.86199;1.012097884;11.974334;3.053416967;3.921617692;OPTIMAL;OPTIMAL
79;10;50;60224.11618;65455.37101;1.086863123;13.190979;6.223941088;2.119393294;OPTIMAL;OPTIMAL
80;10;50;28227.72012;28227.72012;1;11.29561996;2.983601093;3.785901537;OPTIMAL;OPTIMAL
81;10;50;24992.2375;24992.2375;1;9.207731009;3.222371817;2.857439033;OPTIMAL;OPTIMAL
82;10;50;11677.06763;11887.06763;1.017983967;13.707546;3.248654842;4.219452869;OPTIMAL;OPTIMAL
83;10;50;10239.81238;10239.81238;1;8.945556164;3.049197912;2.933740748;OPTIMAL;OPTIMAL
84;10;50;23565.11874;23565.11874;1;14.63802004;3.10016799;4.721686079;OPTIMAL;OPTIMAL
85;10;50;23270.24236;23270.24236;1;9.087930918;2.952111006;3.078451623;OPTIMAL;OPTIMAL
86;10;50;26711.18007;26771.18007;1.00224625;12.31376004;3.192013979;3.857677355;OPTIMAL;OPTIMAL
87;10;50;23096.97468;23936.97468;1.036368399;17.15024209;3.180428982;5.392430452;OPTIMAL;OPTIMAL
88;10;50;17977.48326;18067.48326;1.005006262;10.91834188;3.242115974;3.367659257;OPTIMAL;OPTIMAL
89;10;50;11110.02564;11110.02564;1;10.49967694;3.046038151;3.446994562;OPTIMAL;OPTIMAL
90;10;50;33137.22615;NA;NA;21.13559484;35.71473312;0.591789242;OPTIMAL;INFEASIBLE
91;10;50;9958.68704;9958.68704;1;10.14435315;3.042998075;3.333670577;OPTIMAL;OPTIMAL
92;10;50;17375.28655;17375.28655;1;9.785648823;3.168880939;3.088045594;OPTIMAL;OPTIMAL
93;10;50;17530.61778;17530.61778;1;34.85916185;3.062602997;11.38220066;OPTIMAL;OPTIMAL
94;10;50;4613.349808;4613.349808;1;9.612604856;3.090144157;3.110730234;OPTIMAL;OPTIMAL
95;10;50;95026.89227;NA;NA;122.8644359;2.923701048;42.02359745;OPTIMAL;INFEASIBLE
96;10;50;18639.22588;18639.22588;1;9.185909986;2.959811926;3.103545163;OPTIMAL;OPTIMAL
97;10;50;38957.72477;38957.72477;1;14.10133791;2.984848022;4.724306834;OPTIMAL;OPTIMAL
98;10;50;35222.69181;35222.69181;1;9.904450893;3.014487028;3.285617354;OPTIMAL;OPTIMAL
99;10;50;6101.698586;6101.698586;1;9.286376953;3.022955894;3.071952512;OPTIMAL;OPTIMAL
100;10;50;17081.23028;19919.46765;1.166161179;10.45157409;3.214384079;3.251501324;OPTIMAL;OPTIMAL
1;15;5;12755.31432;12755.31432;1;0.479362965;0.147789001;3.243563187;OPTIMAL;OPTIMAL
2;15;5;19057.15847;19057.15847;1;0.412879944;0.132098198;3.125553189;OPTIMAL;OPTIMAL
3;15;5;11146.3753;11146.3753;1;0.416326046;0.206892967;2.012277418;OPTIMAL;OPTIMAL
4;15;5;15614.96432;15764.96432;1.00960617;0.381479979;0.129123211;2.954387332;OPTIMAL;OPTIMAL
5;15;5;10862.20248;10862.20248;1;0.444355965;0.149787188;2.966581934;OPTIMAL;OPTIMAL
6;15;5;12233.33942;12233.33942;1;0.426864147;0.186735868;2.28592477;OPTIMAL;OPTIMAL
7;15;5;10221.99718;10221.99718;1;0.386821985;0.140912056;2.745130518;OPTIMAL;OPTIMAL
8;15;5;6908.219102;7384.044052;1.068878092;0.42416811;0.133100986;3.186814171;OPTIMAL;OPTIMAL
9;15;5;9211.809161;13249.06242;1.438269311;0.33713913;0.20717907;1.627283733;OPTIMAL;OPTIMAL
10;15;5;20137.88114;20137.88114;1;0.328999043;0.199149847;1.652017551;OPTIMAL;OPTIMAL
11;15;5;13370.88218;13370.88218;1;0.359972;0.205202818;1.754225423;OPTIMAL;OPTIMAL
12;15;5;8213.678691;20357.80187;2.478524256;0.366852999;0.139590025;2.628074598;OPTIMAL;OPTIMAL
13;15;5;6833.748955;17697.43182;2.589710558;0.406064034;0.136641026;2.9717578;OPTIMAL;OPTIMAL
14;15;5;13177.86748;13177.86748;1;0.353852987;0.193148136;1.832029003;OPTIMAL;OPTIMAL
15;15;5;13576.58832;13726.58832;1.011048431;0.387033939;0.150113106;2.578282138;OPTIMAL;OPTIMAL
16;15;5;12193.84537;12193.84537;1;0.412339926;0.140136957;2.942406729;OPTIMAL;OPTIMAL
17;15;5;7672.572051;7672.572051;1;0.517472982;0.229699135;2.25282948;OPTIMAL;OPTIMAL
18;15;5;11534.85773;11624.85773;1.007802437;0.396327972;0.217330933;1.823615109;OPTIMAL;OPTIMAL
19;15;5;17242.08989;17242.08989;1;0.405415058;0.166646957;2.432778038;OPTIMAL;OPTIMAL
20;15;5;14527.53225;14677.53225;1.010325222;0.370842934;0.205178022;1.807420353;OPTIMAL;OPTIMAL
21;15;5;15863.31747;15863.31747;1;0.400490999;0.145748854;2.747815774;OPTIMAL;OPTIMAL
22;15;5;11083.62328;11083.62328;1;0.349963903;0.197158813;1.775035553;OPTIMAL;OPTIMAL
23;15;5;22923.75622;22923.75622;1;0.355849981;0.198963881;1.788515485;OPTIMAL;OPTIMAL
24;15;5;15497.4544;15497.4544;1;0.365279913;0.12709713;2.87402173;OPTIMAL;OPTIMAL
25;15;5;17129.66243;17039.66243;0.994745956;0.41535902;0.148611069;2.794939999;OPTIMAL;OPTIMAL
26;15;5;14707.8968;14707.8968;1;0.405353069;0.154157877;2.629467123;OPTIMAL;OPTIMAL
27;15;5;7621.252488;7621.252488;1;0.451720953;0.162071943;2.787163181;OPTIMAL;OPTIMAL
28;15;5;14972.76832;14972.76832;1;0.382289886;0.139264107;2.745071184;OPTIMAL;OPTIMAL
29;15;5;11960.01887;11960.01887;1;0.304229975;0.187171936;1.625403793;OPTIMAL;OPTIMAL
30;15;5;6652.040695;6652.040695;1;0.327933073;0.189041853;1.734711483;OPTIMAL;OPTIMAL
31;15;5;9131.05392;8221.05392;0.900340091;0.337275028;0.23506403;1.434821945;OPTIMAL;OPTIMAL
32;15;5;11191.76183;11191.76183;1;0.347107887;0.131118059;2.647292749;OPTIMAL;OPTIMAL
33;15;5;9942.424191;7336.76328;0.737924991;0.423383951;0.140103817;3.021930168;OPTIMAL;OPTIMAL
34;15;5;11690.74905;16373.96946;1.400591989;0.364278078;0.175173998;2.079521404;OPTIMAL;OPTIMAL
35;15;5;7370.899404;7370.899404;1;0.337629795;0.203860044;1.656184251;OPTIMAL;OPTIMAL
36;15;5;9690.070402;9690.070402;1;0.39791894;0.153618097;2.590312903;OPTIMAL;OPTIMAL
37;15;5;8100.680112;13324.80731;1.644899826;0.39306879;0.155122042;2.533932548;OPTIMAL;OPTIMAL
38;15;5;6955.042847;6955.042847;1;0.407110929;0.20517993;1.984165459;OPTIMAL;OPTIMAL
39;15;5;11321.56314;17884.76053;1.579707706;0.357281923;0.19318819;1.849398364;OPTIMAL;OPTIMAL
40;15;5;10461.71542;10461.71542;1;0.370708942;0.129134893;2.870710871;OPTIMAL;OPTIMAL
41;15;5;11804.12241;11804.12241;1;0.411123037;0.154121876;2.667519035;OPTIMAL;OPTIMAL
42;15;5;7161.68385;7657.899084;1.069287509;0.432476997;0.198479891;2.178946167;OPTIMAL;OPTIMAL
43;15;5;12754.86474;12754.86474;1;0.397835016;0.13412714;2.966103774;OPTIMAL;OPTIMAL
44;15;5;14856.56399;14856.56399;1;0.479407072;0.197169065;2.431451764;OPTIMAL;OPTIMAL
45;15;5;13005.41188;13005.41188;1;0.431061983;0.173152924;2.489487178;OPTIMAL;OPTIMAL
46;15;5;11021.6575;10081.6575;0.914713372;0.472629786;0.185953856;2.541650907;OPTIMAL;OPTIMAL
47;15;5;11937.45336;11937.45336;1;0.350924969;0.168586016;2.081578162;OPTIMAL;OPTIMAL
48;15;5;8586.458736;8586.458736;1;0.4663589;0.1969769;2.36758168;OPTIMAL;OPTIMAL
49;15;5;12014.50602;12014.50602;1;0.475548029;0.158101082;3.007873339;OPTIMAL;OPTIMAL
50;15;5;11964.89082;11964.89082;1;0.362353086;0.206238031;1.756965406;OPTIMAL;OPTIMAL
51;15;5;12409.1364;12409.1364;1;0.34326601;0.182161093;1.884409042;OPTIMAL;OPTIMAL
52;15;5;18162.11982;18533.38373;1.020441662;0.433861971;0.146610022;2.959292729;OPTIMAL;OPTIMAL
53;15;5;13446.33581;13446.33581;1;0.412312984;0.144114017;2.861019293;OPTIMAL;OPTIMAL
54;15;5;9629.489065;18635.47647;1.935250806;0.393353939;0.182178974;2.159162115;OPTIMAL;OPTIMAL
55;15;5;15341.3409;15341.3409;1;0.392627001;0.16562295;2.370607466;OPTIMAL;OPTIMAL
56;15;5;12889.75165;16069.49665;1.24668784;0.432390213;0.202348948;2.136854272;OPTIMAL;OPTIMAL
57;15;5;9999.512185;15716.99372;1.571776046;0.378300905;0.157659054;2.39948735;OPTIMAL;OPTIMAL
58;15;5;9487.313262;9427.313262;0.993675765;0.412250042;0.136102915;3.028958215;OPTIMAL;OPTIMAL
59;15;5;14460.4927;14460.4927;1;0.420033216;0.205785036;2.04112614;OPTIMAL;OPTIMAL
60;15;5;10333.65518;10333.65518;1;0.495902061;0.149760008;3.311311668;OPTIMAL;OPTIMAL
61;15;5;14570.57016;14180.57016;0.973233717;0.39982295;0.231245995;1.728994057;OPTIMAL;OPTIMAL
62;15;5;9205.823264;16533.90813;1.796027108;0.334037066;0.166759014;2.003112499;OPTIMAL;OPTIMAL
63;15;5;10228.70167;11640.24173;1.13799797;0.399855137;0.216193914;1.849520778;OPTIMAL;OPTIMAL
64;15;5;9203.153774;9203.153774;1;0.406224966;0.202178001;2.009244147;OPTIMAL;OPTIMAL
65;15;5;13360.53589;13360.53589;1;0.409147024;0.207224131;1.974417858;OPTIMAL;OPTIMAL
66;15;5;7545.049889;7837.177122;1.038717734;0.355315924;0.207675934;1.710915257;OPTIMAL;OPTIMAL
67;15;5;11880.41763;16712.7649;1.40674894;0.363816023;0.190165997;1.913149719;OPTIMAL;OPTIMAL
68;15;5;11890.87474;11410.87474;0.959632911;0.35935688;0.168627024;2.131075271;OPTIMAL;OPTIMAL
69;15;5;13808.44065;13808.44065;1;0.503608942;0.211201191;2.38449859;OPTIMAL;OPTIMAL
