iter;num_air;num_per;cost_e;cost_h;cost_prop;time_e;time_h;time_prop;status_e;status_h
91;15;25;53381.69924;NA;NA;13.35137987;21.57641506;0.618795098;OPTIMAL;INFEASIBLE
92;15;25;43270.57027;43540.57027;1.006239807;22.14734793;1.722717047;12.85605664;OPTIMAL;OPTIMAL
93;15;25;9788.625624;9788.625624;1;5.031903028;1.767636061;2.846684982;OPTIMAL;OPTIMAL
94;15;25;16112.66453;16112.66453;1;5.486630201;1.98738718;2.760725366;OPTIMAL;OPTIMAL
95;15;25;40554.4757;40674.4757;1.002958983;7.496584892;1.770438194;4.234310419;OPTIMAL;OPTIMAL
96;15;25;17538.81929;17658.81929;1.006841966;5.177881956;1.738904953;2.977668185;OPTIMAL;OPTIMAL
97;15;25;25241.14434;25743.79031;1.019913755;34.39829111;11.91706491;2.886473421;OPTIMAL;OPTIMAL
98;15;25;19222.82474;20062.82474;1.043698052;5.212584019;1.759259939;2.96294135;OPTIMAL;OPTIMAL
99;15;25;13690.36772;13690.36772;1;5.278928995;1.668294907;3.164266086;OPTIMAL;OPTIMAL
100;15;25;14488.29517;14548.29517;1.004141274;8.236786127;1.764071941;4.669189467;OPTIMAL;OPTIMAL
1;15;30;12255.1895;12255.1895;1;7.947427034;2.545058012;3.122689934;OPTIMAL;OPTIMAL
2;15;30;40164.74766;40164.74766;1;8.154433012;2.474851131;3.294918595;OPTIMAL;OPTIMAL
3;15;30;19764.5542;19914.5542;1.007589344;8.738608122;2.496236086;3.500713803;OPTIMAL;OPTIMAL
4;15;30;23274.64435;23274.64435;1;6.697340012;2.392827988;2.798922466;OPTIMAL;OPTIMAL
5;15;30;7111.459033;7111.459033;1;6.675550938;2.387322187;2.796250532;OPTIMAL;OPTIMAL
6;15;30;27339.2151;NA;NA;7.767013788;2.225090981;3.490649981;OPTIMAL;INFEASIBLE
7;15;30;9428.373911;9428.373911;1;6.495469809;2.434267998;2.668346219;OPTIMAL;OPTIMAL
8;15;30;9817.560149;9817.560149;1;6.751003981;2.331947088;2.895007359;OPTIMAL;OPTIMAL
9;15;30;23636.04046;23786.04046;1.006346241;8.622812033;2.383047104;3.618397647;OPTIMAL;OPTIMAL
10;15;30;10394.4897;10394.4897;1;6.405750036;2.326694965;2.753154209;OPTIMAL;OPTIMAL
11;15;30;11280.21628;11280.21628;1;6.994010925;2.348738909;2.977772838;OPTIMAL;OPTIMAL
12;15;30;13258.62233;13258.62233;1;7.570696115;2.341038942;3.233904391;OPTIMAL;OPTIMAL
13;15;30;18043.09865;18043.09865;1;6.722059965;2.451719046;2.741774176;OPTIMAL;OPTIMAL
14;15;30;7298.097278;7298.097278;1;6.021003962;2.420271158;2.487739418;OPTIMAL;OPTIMAL
15;15;30;20038.05448;20038.05448;1;7.390697956;2.507727861;2.947169057;OPTIMAL;OPTIMAL
16;15;30;6967.17728;7117.17728;1.021529522;6.909723043;2.48690486;2.778442857;OPTIMAL;OPTIMAL
17;15;30;27793.44269;26043.44269;0.937035508;44.5112679;4.591375113;9.694539612;OPTIMAL;OPTIMAL
18;15;30;6499.417032;6649.417032;1.023078993;6.163331032;2.287371874;2.694503287;OPTIMAL;OPTIMAL
19;15;30;14767.31777;14797.31777;1.002031513;7.160275936;2.334882975;3.066653025;OPTIMAL;OPTIMAL
20;15;30;14013.56066;14043.56066;1.002140784;11.85587192;2.310483932;5.131337097;OPTIMAL;OPTIMAL
21;15;30;12437.08921;12437.08921;1;6.738975048;2.247354031;2.998626365;OPTIMAL;OPTIMAL
22;15;30;10690.12313;10690.12313;1;6.070955038;2.361142159;2.571194206;OPTIMAL;OPTIMAL
23;15;30;28808.39759;28958.39759;1.005206815;10.38206911;2.32337904;4.468521465;OPTIMAL;OPTIMAL
24;15;30;13570.74409;13720.74409;1.011053189;6.508136988;2.335964918;2.786059387;OPTIMAL;OPTIMAL
25;15;30;27150.37886;NA;NA;6.439318895;9.189772844;0.700704904;OPTIMAL;INFEASIBLE
26;15;30;11045.85466;11045.85466;1;6.350032806;2.334434032;2.720159455;OPTIMAL;OPTIMAL
27;15;30;14604.88438;14604.88438;1;6.545731068;2.297324896;2.849284;OPTIMAL;OPTIMAL
28;15;30;10372.04415;10372.04415;1;7.113847017;2.295981884;3.098389873;OPTIMAL;OPTIMAL
29;15;30;18025.7836;18025.7836;1;8.23439312;2.335352898;3.525973795;OPTIMAL;OPTIMAL
30;15;30;8162.383883;8162.383883;1;7.270059109;2.357337952;3.084012245;OPTIMAL;OPTIMAL
31;15;30;22014.32209;23484.32209;1.066774711;6.78370595;2.395342112;2.832040533;OPTIMAL;OPTIMAL
32;15;30;21260.35793;21260.35793;1;6.449945927;2.264787197;2.847925816;OPTIMAL;OPTIMAL
33;15;30;16026.29136;16026.29136;1;11.86543608;2.396875143;4.950377207;OPTIMAL;OPTIMAL
34;15;30;10603.75047;10663.75047;1.005658375;7.10057807;2.334224939;3.041942509;OPTIMAL;OPTIMAL
35;15;30;21144.87258;21144.87258;1;7.362344027;2.300125122;3.200845013;OPTIMAL;OPTIMAL
36;15;30;27903.02699;27993.02699;1.003225457;9.402205944;2.289355993;4.10692176;OPTIMAL;OPTIMAL
37;15;30;9943.156475;9943.156475;1;6.472171068;2.32462883;2.784173966;OPTIMAL;OPTIMAL
38;15;30;11589.7721;11589.7721;1;6.72774601;2.300894976;2.923969186;OPTIMAL;OPTIMAL
39;15;30;14042.27064;14042.27064;1;7.309489012;2.341021061;3.122350813;OPTIMAL;OPTIMAL
40;15;30;12540.03925;12540.03925;1;6.247751951;2.299778938;2.716675002;OPTIMAL;OPTIMAL
41;15;30;17044.65677;17044.65677;1;6.098440886;2.262691021;2.695215931;OPTIMAL;OPTIMAL
42;15;30;10483.94375;10483.94375;1;6.362375975;2.33572197;2.723944056;OPTIMAL;OPTIMAL
43;15;30;23150.35814;24530.35814;1.059610309;7.951879025;2.276118994;3.493613052;OPTIMAL;OPTIMAL
44;15;30;9940.581522;9940.581522;1;6.755373955;2.335562944;2.892396444;OPTIMAL;OPTIMAL
45;15;30;14299.80132;14299.80132;1;6.167088032;2.309916973;2.669831039;OPTIMAL;OPTIMAL
46;15;30;21884.31413;21884.31413;1;9.630981922;2.302545071;4.182755007;OPTIMAL;OPTIMAL
47;15;30;13944.36912;13944.36912;1;6.61958313;2.336215019;2.833464846;OPTIMAL;OPTIMAL
48;15;30;48410.48715;49460.48715;1.021689515;8.608072996;2.321063995;3.708675424;OPTIMAL;OPTIMAL
49;15;30;9318.936962;9318.936962;1;7.181820154;2.331213951;3.080721163;OPTIMAL;OPTIMAL
50;15;30;13456.37813;13456.37813;1;6.789542198;2.273030043;2.987000643;OPTIMAL;OPTIMAL
51;15;30;9993.739027;9993.739027;1;7.458748102;2.278529882;3.273491456;OPTIMAL;OPTIMAL
52;15;30;16231.46314;16291.46314;1.003696524;6.726741076;2.369927168;2.838374599;OPTIMAL;OPTIMAL
53;15;30;19241.49238;21381.49238;1.111217984;6.754220009;2.317394972;2.914574378;OPTIMAL;OPTIMAL
54;15;30;16324.75382;16324.75382;1;6.955301046;2.314460993;3.005149392;OPTIMAL;OPTIMAL
55;15;30;24311.22824;24311.22824;1;7.363631964;2.330955029;3.159062219;OPTIMAL;OPTIMAL
56;15;30;11909.43237;11909.43237;1;6.038460016;2.274008989;2.655424866;OPTIMAL;OPTIMAL
57;15;30;14114.50374;14114.50374;1;8.286798;2.298257113;3.60568796;OPTIMAL;OPTIMAL
58;15;30;12368.25772;12368.25772;1;7.735120058;2.329969168;3.319837947;OPTIMAL;OPTIMAL
59;15;30;11407.28101;11407.28101;1;6.372807026;2.31696701;2.750495366;OPTIMAL;OPTIMAL
60;15;30;10137.52755;10137.52755;1;6.799180984;2.389971972;2.844878963;OPTIMAL;OPTIMAL
61;15;30;21989.74175;22139.74175;1.006821363;10.04752588;2.282886028;4.401238502;OPTIMAL;OPTIMAL
62;15;30;11909.99812;11909.99812;1;7.170089006;2.578397989;2.78083098;OPTIMAL;OPTIMAL
63;15;30;13492.12202;13492.12202;1;6.399684906;2.347686052;2.725954307;OPTIMAL;OPTIMAL
64;15;30;26267.35498;26417.35498;1.00571051;7.869673967;2.313655138;3.40140319;OPTIMAL;OPTIMAL
65;15;30;9820.421053;10120.42105;1.030548588;8.20087409;2.392115116;3.42829408;OPTIMAL;OPTIMAL
66;15;30;6864.914307;6864.914307;1;6.322375059;2.259204865;2.798495682;OPTIMAL;OPTIMAL
67;15;30;7228.731936;7318.731936;1.012450316;6.423461199;2.362507105;2.718917198;OPTIMAL;OPTIMAL
68;15;30;12340.62278;12340.62278;1;6.08999896;2.260575056;2.694004317;OPTIMAL;OPTIMAL
69;15;30;11851.44136;11851.44136;1;6.638131857;2.362766027;2.809474903;OPTIMAL;OPTIMAL
70;15;30;15687.15894;15687.15894;1;7.016563892;2.295293808;3.056934963;OPTIMAL;OPTIMAL
71;15;30;18431.02137;18431.02137;1;6.118380785;2.291669846;2.669835184;OPTIMAL;OPTIMAL
72;15;30;11423.16824;11423.16824;1;7.07218194;2.460299969;2.874520193;OPTIMAL;OPTIMAL
73;15;30;15995.15639;16142.15363;1.00919011;9.184293032;2.344532967;3.91732305;OPTIMAL;OPTIMAL
74;15;30;18331.33388;18331.33388;1;6.26535511;2.290443897;2.73543269;OPTIMAL;OPTIMAL
75;15;30;8386.900132;8386.900132;1;7.024650097;2.343402147;2.997628941;OPTIMAL;OPTIMAL
76;15;30;10979.44527;11579.44527;1.05464757;6.646464825;2.280358791;2.914657487;OPTIMAL;OPTIMAL
77;15;30;8114.996907;8114.996907;1;6.034672022;2.360249996;2.556793573;OPTIMAL;OPTIMAL
78;15;30;25037.7058;26637.7058;1.063903619;11.27427697;2.354910135;4.787561446;OPTIMAL;OPTIMAL
79;15;30;12961.5892;13111.5892;1.011572655;5.998945951;2.301198006;2.60687952;OPTIMAL;OPTIMAL
80;15;30;14624.01198;14624.01198;1;7.049512863;2.319420099;3.039342836;OPTIMAL;OPTIMAL
81;15;30;44906.12606;NA;NA;13.78988099;2.197963953;6.273934098;OPTIMAL;INFEASIBLE
82;15;30;19020.0835;19020.0835;1;8.413858891;2.315182924;3.634209117;OPTIMAL;OPTIMAL
83;15;30;23116.93891;23116.93891;1;8.881064892;2.284075022;3.888254461;OPTIMAL;OPTIMAL
84;15;30;17833.72424;17833.72424;1;6.551833153;2.46748209;2.655270804;OPTIMAL;OPTIMAL
85;15;30;12262.98185;12262.98185;1;6.556948185;2.321534872;2.824402194;OPTIMAL;OPTIMAL
86;15;30;14508.07194;14568.07194;1.004135629;6.348469973;2.348786116;2.702872744;OPTIMAL;OPTIMAL
87;15;30;24381.0766;24411.0766;1.001230462;6.870735168;2.316812038;2.965598872;OPTIMAL;OPTIMAL
88;15;30;8084.484146;8084.484146;1;7.479167938;2.323093176;3.219486853;OPTIMAL;OPTIMAL
89;15;30;11935.25649;12235.25649;1.025135614;6.408816099;2.281540155;2.808986764;OPTIMAL;OPTIMAL
90;15;30;15322.35672;15322.35672;1;6.652932167;2.32216382;2.864971071;OPTIMAL;OPTIMAL
91;15;30;11635.15418;11635.15418;1;6.011440039;2.313791037;2.59809116;OPTIMAL;OPTIMAL
92;15;30;11799.9515;11799.9515;1;6.435453176;2.376331806;2.708145874;OPTIMAL;OPTIMAL
93;15;30;14805.82525;14835.82525;1.00202623;9.656785965;2.295813084;4.206259662;OPTIMAL;OPTIMAL
94;15;30;15040.12335;15040.12335;1;7.028250933;2.357553959;2.981162279;OPTIMAL;OPTIMAL
95;15;30;9160.183671;9160.183671;1;6.313076973;2.333586931;2.705310391;OPTIMAL;OPTIMAL
96;15;30;15343.53595;15343.53595;1;6.238439083;2.384974957;2.615725195;OPTIMAL;OPTIMAL
97;15;30;13443.51598;13593.51598;1.011157795;6.375632048;2.319808006;2.748344704;OPTIMAL;OPTIMAL
98;15;30;5611.95486;5611.95486;1;6.931236982;2.359138966;2.938036751;OPTIMAL;OPTIMAL
99;15;30;12934.75789;12934.75789;1;6.858453989;2.348069906;2.920890034;OPTIMAL;OPTIMAL
100;15;30;16584.78873;16734.78873;1.009044432;7.023345947;2.377503872;2.954083916;OPTIMAL;OPTIMAL
1;15;40;28314.1546;28314.1546;1;13.20413089;4.163798094;3.171174632;OPTIMAL;OPTIMAL
2;15;40;23121.15128;23121.15128;1;19.32354903;3.856411934;5.01075854;OPTIMAL;OPTIMAL
3;15;40;16088.73729;16088.73729;1;10.95537019;3.845869064;2.848607169;OPTIMAL;OPTIMAL
4;15;40;28080.10812;28110.10812;1.001068372;14.82625294;3.774502993;3.928001373;OPTIMAL;OPTIMAL
5;15;40;22935.00953;23475.00953;1.023544791;19.77541399;3.757329941;5.263156098;OPTIMAL;OPTIMAL
6;15;40;14350.09168;14560.09168;1.014634053;11.38520098;4.158307076;2.737941371;OPTIMAL;OPTIMAL
7;15;40;17029.32651;17029.32651;1;11.52448988;3.823378801;3.014216084;OPTIMAL;OPTIMAL
8;15;40;24669.33811;24969.33811;1.012160845;11.41224909;3.92835784;2.905094076;OPTIMAL;OPTIMAL
9;15;40;13540.64687;13540.64687;1;12.3384099;4.0632658;3.036574644;OPTIMAL;OPTIMAL
10;15;40;12441.48257;12591.48257;1.012056441;15.19734693;3.921058893;3.875827255;OPTIMAL;OPTIMAL
11;15;40;18256.9562;18736.9562;1.026291349;38.64932919;4.058371067;9.523360123;OPTIMAL;OPTIMAL
12;15;40;8596.732933;8596.732933;1;10.83923006;4.127683878;2.625983574;OPTIMAL;OPTIMAL
13;15;40;15499.02137;15499.02137;1;10.47397804;3.96688509;2.640353276;OPTIMAL;OPTIMAL
14;15;40;16952.03917;16952.03917;1;11.54887414;3.810973883;3.030425948;OPTIMAL;OPTIMAL
15;15;40;16147.12986;16147.12986;1;10.42429304;3.769645214;2.765324705;OPTIMAL;OPTIMAL
16;15;40;10875.0799;10875.0799;1;14.44186902;3.869475126;3.732255293;OPTIMAL;OPTIMAL
17;15;40;35379.83005;35379.83005;1;16.68292904;3.80339694;4.386323411;OPTIMAL;OPTIMAL
18;15;40;17819.13327;17819.13327;1;13.99811506;3.936964035;3.555560817;OPTIMAL;OPTIMAL
19;15;40;10760.64214;10760.64214;1;11.999264;3.70915699;3.235038052;OPTIMAL;OPTIMAL
20;15;40;29217.97899;29217.97899;1;13.90478802;3.751134157;3.706822373;OPTIMAL;OPTIMAL
21;15;40;29148.34156;NA;NA;10.97709799;43.09890795;0.254695502;OPTIMAL;INFEASIBLE
22;15;40;8546.704709;8576.704709;1.003510125;11.38715315;3.864824057;2.946357449;OPTIMAL;OPTIMAL
23;15;40;128516.0032;NA;NA;67.0193119;3.680176973;18.21089377;OPTIMAL;INFEASIBLE
24;15;40;60485.08278;NA;NA;196.515434;3.760033846;52.26427263;OPTIMAL;INFEASIBLE
25;15;40;17170.76991;17170.76991;1;11.24184704;4.034929991;2.786131869;OPTIMAL;OPTIMAL
26;15;40;15907.7481;15907.7481;1;11.99891591;4.067813873;2.949720977;OPTIMAL;OPTIMAL
27;15;40;16471.91173;16471.91173;1;22.8199439;3.951375961;5.775189232;OPTIMAL;OPTIMAL
28;15;40;60977.68443;NA;NA;98.10466695;3.87250185;25.33366561;OPTIMAL;INFEASIBLE
29;15;40;5277.865952;5277.865952;1;10.56888223;3.892252922;2.715363682;OPTIMAL;OPTIMAL
30;15;40;7581.483993;7581.483993;1;11.43214512;4.02097702;2.843126201;OPTIMAL;OPTIMAL
31;15;40;40226.70406;NA;NA;40.34459901;45.79575896;0.880968018;OPTIMAL;INFEASIBLE
32;15;40;18098.76972;18098.76972;1;15.85443306;3.938543797;4.025455569;OPTIMAL;OPTIMAL
33;15;40;15201.66482;16831.66482;1.107225098;12.44045115;4.052990913;3.069449552;OPTIMAL;OPTIMAL
34;15;40;108966.9631;NA;NA;81.93458796;3.630326986;22.5694788;OPTIMAL;INFEASIBLE
35;15;40;22636.19323;22786.19323;1.006626556;23.8993938;3.846784115;6.212824293;OPTIMAL;OPTIMAL
36;15;40;22065.65869;22395.65869;1.014955366;25.59913516;3.836624861;6.672306021;OPTIMAL;OPTIMAL
37;15;40;5883.012851;5883.012851;1;12.16930699;3.891849041;3.126870253;OPTIMAL;OPTIMAL
38;15;40;8079.94267;8079.94267;1;12.60292792;3.876972914;3.250713431;OPTIMAL;OPTIMAL
39;15;40;23784.10165;23934.10165;1.006306734;31.92571402;4.168921947;7.658026324;OPTIMAL;OPTIMAL
40;15;40;11446.55014;11446.55014;1;11.46376586;3.80616188;3.011896556;OPTIMAL;OPTIMAL
41;15;40;17023.057;17199.59026;1.010370244;13.29499316;3.837683916;3.464327301;OPTIMAL;OPTIMAL
42;15;40;17375.50752;17375.50752;1;10.8391881;3.739089966;2.898884006;OPTIMAL;OPTIMAL
43;15;40;7449.024179;7659.024179;1.028191612;10.83675981;4.024069071;2.692985537;OPTIMAL;OPTIMAL
44;15;40;4873.931768;4873.931768;1;10.40941596;3.945071936;2.638587111;OPTIMAL;OPTIMAL
45;15;40;6108.530013;6108.530013;1;12.45206213;4.070930004;3.058775788;OPTIMAL;OPTIMAL
46;15;40;18524.1226;18524.1226;1;12.08234191;4.060743093;2.975401701;OPTIMAL;OPTIMAL
47;15;40;39346.84394;39346.84394;1;15.89245796;4.019061089;3.954271312;OPTIMAL;OPTIMAL
48;15;40;16468.78923;16618.78923;1.009108138;10.7635839;3.841119051;2.802200024;OPTIMAL;OPTIMAL
49;15;40;22886.13232;22886.13232;1;11.33100104;3.780140877;2.99750761;OPTIMAL;OPTIMAL
50;15;40;23798.99048;23798.99048;1;10.59030509;3.819778204;2.772492151;OPTIMAL;OPTIMAL
51;15;40;22643.43963;22643.43963;1;10.86194515;3.767868042;2.882782792;OPTIMAL;OPTIMAL
52;15;40;10663.1875;10813.1875;1.014067088;12.69599414;3.856133938;3.292415239;OPTIMAL;OPTIMAL
53;15;40;15527.40081;15527.40081;1;10.96921182;4.264228106;2.572379231;OPTIMAL;OPTIMAL
54;15;40;11198.28483;11198.28483;1;13.94612908;3.987210035;3.497716188;OPTIMAL;OPTIMAL
55;15;40;17548.15043;17548.15043;1;14.38708401;3.972635031;3.621546882;OPTIMAL;OPTIMAL
56;15;40;11887.82721;11887.82721;1;11.13126397;3.913715124;2.844168167;OPTIMAL;OPTIMAL
57;15;40;18314.6947;18314.6947;1;10.56968713;3.762776852;2.809012478;OPTIMAL;OPTIMAL
58;15;40;6555.060562;6555.060562;1;12.13285589;4.075835943;2.976777295;OPTIMAL;OPTIMAL
59;15;40;9846.067011;9846.067011;1;11.85215092;4.085283995;2.901181639;OPTIMAL;OPTIMAL
60;15;40;11833.11495;11833.11495;1;11.95869184;3.905715942;3.061843721;OPTIMAL;OPTIMAL
61;15;40;7739.762163;7739.762163;1;11.82677007;3.78986001;3.120635072;OPTIMAL;OPTIMAL
62;15;40;12807.29018;13017.29018;1.016396911;12.17167687;4.096194983;2.971459349;OPTIMAL;OPTIMAL
63;15;40;17541.97004;28373.75011;1.617477971;11.31438398;7.260189056;1.558414512;OPTIMAL;OPTIMAL
64;15;40;9744.865215;9744.865215;1;12.73248792;3.898441076;3.266046009;OPTIMAL;OPTIMAL
65;15;40;11280.38638;11430.38638;1.013297417;12.36335301;3.867403984;3.196809298;OPTIMAL;OPTIMAL
66;15;40;15571.95028;15601.95028;1.001926541;17.76767182;4.088849783;4.345396081;OPTIMAL;OPTIMAL
67;15;40;49632.964;NA;NA;12.34714484;3.805679083;3.244399902;OPTIMAL;INFEASIBLE
68;15;40;18631.69062;18631.69062;1;13.62033606;4.278069973;3.183757195;OPTIMAL;OPTIMAL
69;15;40;20385.43364;21075.43364;1.033847698;13.07452893;3.90647006;3.346890858;OPTIMAL;OPTIMAL
70;15;40;14026.907;14026.907;1;10.98385811;3.744470119;2.933354456;OPTIMAL;OPTIMAL
71;15;40;28314.67275;28314.67275;1;17.03421998;3.462437153;4.919719616;OPTIMAL;OPTIMAL
72;15;40;9766.772085;9766.772085;1;11.88906002;3.786674976;3.139709665;OPTIMAL;OPTIMAL
73;15;40;7967.328126;7967.328126;1;12.26531577;3.766834021;3.256133852;OPTIMAL;OPTIMAL
74;15;40;10031.16929;10031.16929;1;11.78021908;3.79206109;3.106547811;OPTIMAL;OPTIMAL
75;15;40;31915.36191;31915.36191;1;38.64791203;3.799006224;10.17316365;OPTIMAL;OPTIMAL
76;15;40;9747.926568;9867.926568;1.01231031;13.43208098;3.891737938;3.451435117;OPTIMAL;OPTIMAL
77;15;40;16235.42863;16235.42863;1;12.38173604;3.786320925;3.270123237;OPTIMAL;OPTIMAL
78;15;40;9764.930589;9764.930589;1;10.66739082;4.143245935;2.574645819;OPTIMAL;OPTIMAL
79;15;40;39967.84457;NA;NA;53.46117687;3.875600815;13.79429395;OPTIMAL;INFEASIBLE
80;15;40;12334.54562;12334.54562;1;17.92754006;4.278028011;4.190608387;OPTIMAL;OPTIMAL
81;15;40;15617.86524;16847.86524;1.078755962;13.82669306;4.02104497;3.438582051;OPTIMAL;OPTIMAL
82;15;40;4440.658088;4440.658088;1;10.79206181;3.85433507;2.799980181;OPTIMAL;OPTIMAL
83;15;40;14941.2241;15061.2241;1.00803147;10.44312501;3.795828819;2.751210739;OPTIMAL;OPTIMAL
84;15;40;24059.21507;24059.21507;1;10.56809521;3.780926943;2.795106958;OPTIMAL;OPTIMAL
85;15;40;24363.26595;25067.73373;1.028915162;15.36615705;4.222824097;3.638834274;OPTIMAL;OPTIMAL
86;15;40;8828.886332;8828.886332;1;11.13801408;3.965209961;2.808934253;OPTIMAL;OPTIMAL
87;15;40;15945.71074;15945.71074;1;10.69986701;3.908720016;2.737435008;OPTIMAL;OPTIMAL
88;15;40;21507.03296;21507.03296;1;10.59045696;3.842046022;2.756462807;OPTIMAL;OPTIMAL
89;15;40;16624.1625;16624.1625;1;12.87554979;3.816751957;3.373431111;OPTIMAL;OPTIMAL
90;15;40;17482.44432;17482.44432;1;11.70446992;3.825452089;3.059630508;OPTIMAL;OPTIMAL
91;15;40;8428.36747;8428.36747;1;12.04762411;3.796947956;3.172975835;OPTIMAL;OPTIMAL
92;15;40;16401.37655;NA;NA;19.77977395;3.816556215;5.182623505;OPTIMAL;INFEASIBLE
93;15;40;17139.36519;17139.36519;1;11.91513419;3.856736898;3.089434023;OPTIMAL;OPTIMAL
94;15;40;12440.0678;13310.0678;1.06993531;14.94749618;3.564884901;4.192981426;OPTIMAL;OPTIMAL
95;15;40;19600.08254;19600.08254;1;12.24284101;4.093906879;2.990503049;OPTIMAL;OPTIMAL
96;15;40;5780.149685;5780.149685;1;11.03507018;4.210792065;2.620663764;OPTIMAL;OPTIMAL
97;15;40;23973.8405;24123.8405;1.00625682;16.09177303;3.821410179;4.210951528;OPTIMAL;OPTIMAL
98;15;40;5232.246507;5382.246507;1.028668374;11.55938101;3.989698887;2.897306623;OPTIMAL;OPTIMAL
99;15;40;6489.137538;6489.137538;1;10.62466216;3.847213984;2.761650952;OPTIMAL;OPTIMAL
100;15;40;14017.64769;14167.64769;1.010700797;11.67849278;3.73261714;3.128767925;OPTIMAL;OPTIMAL
1;15;50;30052.87015;30052.87015;1;15.965451;5.647578001;2.826955378;OPTIMAL;OPTIMAL
2;15;50;8828.007541;8828.007541;1;16.27216697;5.735947132;2.836875339;OPTIMAL;OPTIMAL
3;15;50;8910.573205;8910.573205;1;15.72013211;5.663408041;2.775737153;OPTIMAL;OPTIMAL
4;15;50;18608.56175;18488.56175;0.993551355;22.42855811;16.53923202;1.356082198;OPTIMAL;OPTIMAL
5;15;50;10379.52969;10379.52969;1;20.20015693;5.774379015;3.498238837;OPTIMAL;OPTIMAL
6;15;50;19290.22367;19290.22367;1;17.18062901;5.670793056;3.029669544;OPTIMAL;OPTIMAL
7;15;50;11215.70693;11215.70693;1;19.96617103;5.679704189;3.515354033;OPTIMAL;OPTIMAL
8;15;50;16789.89908;16789.89908;1;16.42748499;5.938143015;2.766434717;OPTIMAL;OPTIMAL
9;15;50;14155.88008;14155.88008;1;17.69078922;5.960871935;2.96781904;OPTIMAL;OPTIMAL
10;15;50;21047.32084;21047.32084;1;16.02011704;5.644176006;2.838344698;OPTIMAL;OPTIMAL
11;15;50;29626.17921;29626.17921;1;43.65282202;6.116878033;7.136454542;OPTIMAL;OPTIMAL
12;15;50;22510.8314;22510.8314;1;25.89607406;5.658435106;4.576543438;OPTIMAL;OPTIMAL
13;15;50;13069.01094;13069.01094;1;16.51290488;5.698823929;2.897598713;OPTIMAL;OPTIMAL
14;15;50;18304.51519;18304.51519;1;20.25376606;5.746232986;3.524703246;OPTIMAL;OPTIMAL
15;15;50;56899.4481;NA;NA;161.1057169;5.512573957;29.22513479;OPTIMAL;INFEASIBLE
16;15;50;22638.7235;22638.7235;1;18.05800986;5.906631947;3.057243117;OPTIMAL;OPTIMAL
17;15;50;22061.89425;22749.08669;1.031148388;22.87634301;5.798007011;3.945552837;OPTIMAL;OPTIMAL
18;15;50;24797.48758;24797.48758;1;22.10220408;5.697973013;3.878959067;OPTIMAL;OPTIMAL
19;15;50;13845.92575;13845.92575;1;16.24158502;5.75642705;2.82146979;OPTIMAL;OPTIMAL
20;15;50;16547.49496;16697.49496;1.009064816;25.70102286;5.733121872;4.482901888;OPTIMAL;OPTIMAL
21;15;50;22329.04796;22659.04796;1.014778955;20.01559186;5.622097969;3.56016419;OPTIMAL;OPTIMAL
22;15;50;14040.50548;14040.50548;1;20.54936695;5.717782021;3.593940251;OPTIMAL;OPTIMAL
23;15;50;9120.194538;9120.194538;1;17.58355784;6.039705038;2.911327247;OPTIMAL;OPTIMAL
24;15;50;8216.573406;8216.573406;1;16.79959893;6.065993071;2.76947216;OPTIMAL;OPTIMAL
25;15;50;7211.647181;7211.647181;1;17.53606415;6.007718086;2.918922609;OPTIMAL;OPTIMAL
26;15;50;19171.43446;19171.43446;1;15.69379807;5.772302151;2.71881091;OPTIMAL;OPTIMAL
27;15;50;15646.64468;15646.64468;1;17.62347221;5.711615801;3.085549314;OPTIMAL;OPTIMAL
28;15;50;9724.34379;9724.34379;1;16.73069692;5.776791096;2.896192131;OPTIMAL;OPTIMAL
29;15;50;11788.32693;11788.32693;1;17.61333799;5.699183941;3.090501759;OPTIMAL;OPTIMAL
30;15;50;31634.09633;NA;NA;123.775579;70.44288301;1.757105525;OPTIMAL;INFEASIBLE
31;15;50;21383.09001;21443.09001;1.002805956;21.85753703;6.010427952;3.636602453;OPTIMAL;OPTIMAL
32;15;50;17552.19315;17552.19315;1;18.00395584;5.989251852;3.006044208;OPTIMAL;OPTIMAL
33;15;50;7730.196429;7730.196429;1;17.60571289;6.059939146;2.905262325;OPTIMAL;OPTIMAL
34;15;50;15754.17203;15754.17203;1;15.75839186;5.821648836;2.706860599;OPTIMAL;OPTIMAL
35;15;50;6996.928649;6996.928649;1;19.59057713;5.842103958;3.35334278;OPTIMAL;OPTIMAL
36;15;50;16145.92618;16145.92618;1;17.26441503;6.160070896;2.802632521;OPTIMAL;OPTIMAL
37;15;50;41137.90623;NA;NA;31.5353601;65.77679205;0.479429889;OPTIMAL;INFEASIBLE
38;15;50;19359.68891;19359.68891;1;17.82426214;5.308055162;3.357964753;OPTIMAL;OPTIMAL
39;15;50;8091.784294;8091.784294;1;19.02522802;5.834294081;3.260930587;OPTIMAL;OPTIMAL
40;15;50;13915.8445;13975.8445;1.004311632;17.92464495;5.943907022;3.015633468;OPTIMAL;OPTIMAL
41;15;50;35208.26503;35658.26503;1.01278109;48.00333095;5.688045979;8.439335956;OPTIMAL;OPTIMAL
42;15;50;20914.57918;22514.57918;1.076501659;17.24376988;5.736421108;3.006015346;OPTIMAL;OPTIMAL
43;15;50;10897.5419;10897.5419;1;19.2423892;5.724407911;3.361463666;OPTIMAL;OPTIMAL
